Identifier	Other_Name
285	CFBP 2436
285	CIP 59.24
285	Comamonas sp. D4
285	Comamonas sp. DF1
285	Comamonas sp. DF2
285	Comamonas sp. DS1
285	Comamonas sp. JC12
285	Comamonas sp. JC13
285	Comamonas sp. JC8
285	Comamonas sp. JC9
285	Comamonas sp. JL14
285	Comamonas sp. JL40
285	Comamonas sp. W30E1a
285	Comamonas testosteroni (Marcus and Talalay 1956) Tamaoka et al. 1987 emend. Willems et al. 1991
285	culture-collection:NRRL:B:2611
285	culture-collection:VKM:B:1241
285	DSM 50244
285	HAMBI 403
285	IAM 12419
285	IFO 14951
285	JCM 5832
285	JCM 6221
285	LMG 1786
285	LMG 1800
285	LMG:1786
285	LMG:1800
285	NBRC 14951
285	NCAIM B.01655
285	NCCB 86053
285	NCIB 8955
285	NCIB:8955
285	NCIMB 8955
285	NCTC 10698
285	NRRL B-2611
285	Pseudomonas testosteroni Marcus and Talalay 1956 (Approved Lists 1980)
285	strain KS 0043
285	VKM B-1241
32013	"Comamonas terrigena" Hugh 1962
32013	"Vibrio neocistes" Gray and Thornton
32013	ATCC 8461
32013	CCUG 15327
32013	CCUG 2185
32013	CIP 63.44
32013	Comamonas terrigena (ex Hugh 1962) De Vos et al. 1985 emend. Wauters et al. 2003
32013	Comamonas terrigena (ex Hugh 1962) De Vos et al. 1985 emend. Willems et al. 1991
32013	culture-collection:NRRL:B:1055
32013	culture-collection:NRRL:B:781
32013	DSM 7099
32013	IFO 12685
32013	IFO 13299
32013	JCM 6230
32013	LMG 1253
32013	LMG 5929
32013	LMG:1253
32013	LMG:5929
32013	Lophomonas alcaligenes
32013	'Lophomonas alcaligenes'
32013	NBRC 12685
32013	NBRC 13299
32013	NCCB 89134
32013	NCIB 8193
32013	NCIB:8193
32013	NCIMB 8193
32013	NCTC 1937
32013	NRRL B-1055
32013	NRRL B-781
32013	strain Hugh 247
32013	strain Vron 31
32013	Vibrio neocistes
32013	Vibrio percolans
32013	'Vibrio percolans'
36858	'Comamonas baltica'
108437	CCT 7062
108437	CCUG 45781
108437	CIP 107121
108437	Comamonas nitrativorans Etchebehere et al. 2001
108437	Comamonas sp. 23310
108437	DSM 13191
108437	NCCB 100007
108437	strain 23310
117506	ATCC 700936
117506	CCUG 44425
117506	Comamonas denitrificans Gumaelius et al. 2001
117506	strain 123
12916	Acidivorax
12916	Acidovorax Willems et al. 1990
12917	Acidovorax facilis (Schatz and Bovell 1952) Willems et al. 1990
12917	ATCC 11228
12917	CCUG 2113
12917	CFBP 2441
12917	CFBP 3608
12917	CIP 103302
12917	culture-collection:NRRL:B:4274
12917	DSM 649
12917	LMG 2193
12917	LMG:2193
12917	NRRL B-4274
12917	Pseudomonas facilis (Schatz and Bovell 1952) Davis 1969 (Approved Lists 1980)
47920	Acidivorax delafieldii
47920	Acidovorax delafieldii (Davis 1970) Willems et al. 1990
47920	ATCC 17505
47920	CCUG 1779
47920	CFBP 2442
47920	CFBP 3609
47920	CIP 103303
47920	DSM 64
47920	LMG 5943
47920	LMG:5943
47920	Pseudomonas delafieldii Davis 1970 (Approved Lists 1980)
80878	Acidivorax temperans
80878	Acidovorax temperans Willems et al. 1990
80878	ATCC 49665
80878	CCUG 11779
80878	CCUG 29362
80878	CFBP 3610
80878	CIP 103457
80878	DSM 7270
80878	LMG 7169
80878	LMG:7169
86669	Acidivorax defluvii
86669	Acidovorax defluvii Schulze et al. 1999
86669	CCUG 49021
86669	CIP 106824
86669	DSM 12644
86669	strain BSB411
121873	Acidivorax wohlfahrtii
121873	'Acidovorax wohlfahrtii'
28065	"Albidoferax" Ramana and Saskiala 2009
28065	Albidiferax
28065	Albidoferax
28065	Rhodoferax Hiraishi et al. 1992
28066	ATCC 49787
28066	DSM 10138
28066	IFO 16659
28066	JCM 7819
28066	NBRC 16659
28066	Rhodoferax fermentans Hiraishi et al. 1992
28066	strain FR2
81479	ATCC 700587
81479	DSM 24876
81479	Rhodoferax antarcticus Madigan et al. 2001
81479	strain ANT.BR
28219	Brachymonas Hiraishi et al. 1995 emend. Halpern et al. 2009
28220	Brachymonas denitrificans Hiraishi et al. 1995
28220	CCUG 45365
28220	DSM 15123
28220	JCM 9216
28220	strain AS-P1
34072	Variovorax Willems et al. 1991
34073	Alcaligenes paradoxus
34073	ATCC 17713
34073	beta proteobacterium DBIso1
34073	CCUG 1777
34073	CIP 103459
34073	culture-collection:VKM:B:1329
34073	DSM 30034
34073	IFO 15149
34073	JCM 20526
34073	JCM 20895
34073	LMG 1797
34073	LMG:1797
34073	NBRC 15149
34073	Variovorax paradoxus (Davis 1969) Willems et al. 1991
34073	Variovorax sp. R2-34
34073	VKM B-1329
47420	Hydrogeniphaga
47420	Hydrogenophaga Willems et al. 1989
47421	ATCC 33668
47421	CCUG 13799
47421	CFBP 2439
47421	CIP 103270
47421	DSM 1034
47421	Hydrogeniphaga pseudoflava
47421	Hydrogenophaga psedoflava
47421	Hydrogenophaga pseudoflava (Auling et al. 1978) Willems et al. 1989
47421	JCM 21410
47421	LMG 5945
47421	LMG:5945
47421	NBRC 102511
47421	'Pseudomonas carboxydoflava'
47421	Pseudomonas pseudoflava
47421	strain GA3
65655	ATCC 17724
65655	CCUG 1780
65655	CCUG 20334
65655	CFBP 2445
65655	CIP 103304
65655	culture-collection:VKM:B:1328
65655	DSM 63
65655	Hydrogeniphaga palleronii
65655	Hydrogenophaga palleronii (Davis 1970) Willems et al. 1989
65655	JCM 21412
65655	LMG 2366
65655	LMG:2366
65655	NBRC 102513
65655	Pseudomonas palleronii
65655	strain Stanier 362t1
65655	VKM B-1328
65656	ATCC 49743
65656	CCUG 15921
65656	CIP 106727
65656	DSM 2082
65656	Hydrogeniphaga taeniospiralis
65656	Hydrogenophaga taeniospiralis (Lalucat et al. 1982) Willems et al. 1989
65656	JCM 21411
65656	LMG 7170
65656	LMG:7170
65656	NBRC 102512
65656	Pseudomonas taeniospiralis
65656	strain 2K1
65657	"Hydrogenomonas flava" Niklewski 1910
65657	ATCC 33667
65657	CCUG 1658
65657	CCUG 22894
65657	CFBP 2438
65657	CIP 103271
65657	DSM 619
65657	Hydrogeniphaga flava
65657	Hydrogenomonas flava
65657	Hydrogenophaga flava (Niklewski 1910) Willems et al. 1989
65657	JCM 21413
65657	LMG 2185
65657	LMG:2185
65657	NBRC 102514
65657	Pseudomonas flava
65786	DSM 5680
65786	Hydrogeniphaga palleronii strain S1
65786	Hydrogeniphaga sp. DSM 5680
65786	Hydrogeniphaga sp. S1
65786	Hydrogenophaga intermedia Contzen et al. 2001
65786	Hydrogenophaga palleronii strain S1
65786	Hydrogenophaga sp. DSM 5680
65786	Hydrogenophaga sp. S1
65786	IAM 14919
65786	JCM 21401
65786	NBRC 102510
65786	strain S1
52972	Polaromonas Irgens et al. 1996
37448	ATCC 51984
37448	KCTC 22033
37448	Polaromonas vacuolata Irgens et al. 1996
37448	strain 34-P
37448	unidentified alpha proteobacterium clone 34-P
80865	Delftia Wen et al. 1999
80866	"Pseudomonas desmolytica" Gray and Thornton 1928
80866	"Pseudomonas indoloxidans" Gray 1928
80866	ACM 489
80866	ATCC 15668
80866	CCUG 12692
80866	CCUG 14481
80866	CFBP 2444
80866	CIP 103021
80866	Comamonas acidivorans
80866	Comamonas acidovorans (den Dooren de Jong 1926) Tamaoka et al. 1987 emend. Willems et al. 1991
80866	Comamonas sp. MC1
80866	Delftia acidovorans (den Dooren de Jong 1926) Wen et al. 1999
80866	DSM 39
80866	IAM 12409
80866	IFO 14950
80866	JCM 5833
80866	JCM 6203
80866	LMG 1226
80866	LMG 6031
80866	LMG:1226
80866	LMG:6031
80866	NBRC 14950
80866	NCCB 26037
80866	NCIB 9681
80866	NCIB:9681
80866	NCIMB 9681
80866	NCTC 10683
80866	Pseudomonas acidovorans den Dooren de Jong 1926 (Approved Lists 1980)
80866	Pseudomonas desmolytica
80866	Pseudomonas desmolyticum
80866	Pseudomonas indoloxidans
80866	Pseudomonas sp. NCIM 2112
80866	strain 2167
80866	strain den Dooren de Jong 7
80866	strain KS 0057
80866	strain Stanier 14
83495	beta proteobacterium TFD23
84678	'Doohwaniella'
55515	'Doohwaniella chitinasigens'
55515	Hydrogenophaga pseudoflava YHS-A2
55515	Pseudomonas sp. YHS-A2
119060	Burkholderia group
119060	Burkholderiaceae Garrity et al. 2006
119060	Ralstonia group
119060	Ralstoniaceae
119060	'Ralstoniaceae'
32008	Burkholderia Yabuuchi et al. 1993
32008	Pseudomonas RNA homology group II
337	ATCC 33617
337	Burkholderia glumae (Kurita and Tabei 1967) Urakami et al. 1994
337	CCUG 20835
337	CFBP 4900
337	CIP 106418
337	DSM 9512
337	ICMP 3655
337	LMG 2196
337	LMG:2196
337	MAFF 301169
337	NCPPB 2981
337	NIAES 1169
337	Pseudomonas glumae Kurita and Tabei 1967 (Approved Lists 1980)
28095	ATCC 10248
28095	ATCC 33664 [[Pseudomonas cocovenenans]]
28095	Burkholderia cocovenenans
28095	Burkholderia gladioli (Severini 1913) Yabuuchi et al. 1993
28095	CCUG 1782
28095	CFBP 2427
28095	CIP 105410
28095	culture-collection:NRRL:B:793
28095	DSM 11318 [[Pseudomonas cocovenenans]]
28095	DSM 4285
28095	HAMBI 2157
28095	ICMP 3950
28095	IFO 13700
28095	JCM 9311
28095	LMG 11626 [[Pseudomonas cocovenenans]]
28095	LMG 18920 [[Pseudomonas antimicrobica]]
28095	LMG 2216
28095	LMG:11626 [[Pseudomonas cocovenenans]]
28095	LMG:18920 [[Pseudomonas antimicrobica]]
28095	LMG:2216
28095	NBRC 13700
28095	NCCB 38018
28095	NCIB 9898 [[Pseudomonas antimicrobica]]
28095	NCIB:9898 [[Pseudomonas antimicrobica]]
28095	NCPPB 1891
28095	NCTC 12378
28095	NRRL B-793
28095	Pseudomonas antimicrobica
28095	Pseudomonas cocovenenans
28095	Pseudomonas gladioli
32009	Burkholderia gladioli gladioli
32009	Burkholderia gladioli pv. gladioli (Severini 1913) Yabuuchi et al. 1993
32009	Burkholderia gladioli subsp. gladioli
32009	Phytomonas marginata
32009	Pseudomonas gladioli gladioli
32010	Burkholderia gladioli alliicola
32010	Burkholderia gladioli pathovar alliicola
32010	Burkholderia gladioli subsp. alliicola
32010	'Burkholderia gladioli subsp. alliicola'
32010	Pseudomonas alliicola
32010	Pseudomonas gladioli alliicola
41899	ATCC 43733
41899	ATCC 51545 [[Burkholderia vandii Urakami et al. 1994]]
41899	Burkholderia glumae PG1
41899	Burkholderia glumae str. PG1
41899	Burkholderia glumae strain PG1
41899	Burkholderia plantarii (Azegami et al. 1987) Urakami et al. 1994
41899	Burkholderia vandii
41899	CFBP 3573
41899	CFBP 3997
41899	CIP 105769
41899	DSM 9509
41899	ICMP 9424
41899	JCM 5492
41899	LMG 16020 [[Burkholderia vandii Urakami et al. 1994]]
41899	LMG 9035
41899	LMG:16020 [[Burkholderia vandii Urakami et al. 1994]]
41899	LMG:9035
41899	NCPPB 3590
41899	NIAES 1723
41899	Pseudomonas plantarii
41899	strain AZ 8201
292	"Pseudomonas cepacia" Burkholder 1950
292	"Pseudomonas multivorans" Stanier et al. 1966
292	ATCC 25416
292	Burgholderia cepacia
292	Burkholderia capacia
292	Burkholderia cepacia (Palleroni and Holmes 1981) Yabuuchi et al. 1993
292	Burkholderia cepacia genomovar I
292	Burkholderia sp. Bp7081
292	Burkholderia sp. Bp7091
292	Burkholderia sp. Bp7098
292	Burkholderia sp. Bp7108
292	Burkholderia sp. Bp7432
292	Burkholderia sp. LK29
292	Burkholderia sp. NCIM 5465
292	Burkholderia sp. NCPPB3025
292	Burkholderia sp. ON1
292	CCUG 12691
292	CCUG 13226
292	CFBP 2227
292	CIP 80.24
292	culture-collection:NRRL:B:14810
292	DSM 7288
292	HAMBI 1976
292	ICMP 5796
292	IFO 14074
292	JCM 5964
292	LMG 1222
292	LMG:1222
292	NBRC 14074
292	NCCB 76047
292	NCPPB 2993
292	NCTC 10743
292	NRRL B-14810
292	Pseudomonas cepacia (ex Burkholder 1950) Palleroni and Holmes 1981
292	Pseudomonas kingii
292	Pseudomonas multivorans
292	strain 717-ICPB 25
292	strain Ballard 717
33054	Burkholderia cepacia (strain CSV90)
33054	CSV90
33054	Pseudomonas cepacia (strain CSV90)
60550	ATCC 15958
60550	Burkholderia pyrrocinia (Imanaka et al. 1965) Vandamme et al. 1997 emend. Storms et al. 2004
60550	Burkholderia pyrrocinia (Imanaka et al. 1965) Viallard et al. 1998
60550	CCUG 41877
60550	CFBP 4794
60550	CIP 105874
60550	DSM 10685
60550	LMG 14191
60550	LMG:14191
60550	Pseudomonas pyorocivia
60550	Pseudomonas pyrrocinia Imanaka et al. 1965 (Approved Lists 1980)
60552	ATCC BAA-248
60552	Burkholderia cepacia genomovar V
60552	Burkholderia sp. CBMB40
60552	Burkholderia vietnamiensis Gillis et al. 1995
60552	CCUG 34169
60552	CFBP 4796
60552	CIP 105875
60552	culture-collection:ATCC:BAA:248
60552	DSM 11319
60552	JCM 10562
60552	LMG 10929
60552	LMG:10929
60552	strain TVV75
87883	ATCC BAA-247
87883	Burkholderia cepacia genomovar II
87883	Burkholderia multivorans Vandamme et al. 1997
87883	Burkholderia sp. VTT E-072683
87883	CCUG 34080
87883	CIP 105495
87883	culture-collection:ATCC:BAA:247
87883	DSM 13243
87883	LMG 13010
87883	LMG:13010
87883	NCTC 13007
95485	ATCC BAA-67
95485	Burkholderia cepacia genomovar IV
95485	Burkholderia stabilis Vandamme et al. 2000
95485	CCUG 34168
95485	CIP 106845
95485	culture-collection:ATCC:BAA:67
95485	DSM 16586
95485	LMG 14294
95485	LMG:14294
95485	NCTC 13011
95486	ATCC BAA-245
95486	ATCC:BAA:245
95486	Burkholderia cenocepacia Vandamme et al. 2003
95486	Burkholderia cepacia genomovar III
95486	Burkholderia cepacia genomovar IIIb
95486	CCM 4899
95486	CCUG 48434
95486	DSM 16553
95486	LMG 16656
95486	LMG:16656
95486	NCTC 13227
101571	"Burkholderia uboniae" Yabuuchi et al. 2000
101571	Burkholderia sp. 17540
101571	Burkholderia sp. A1301
101571	Burkholderia ubonensis corrig. Yabuuchi et al. 2000
101571	Burkholderia uboniae
101571	CCUG 48852
101571	CIP 107078
101571	DSM 17311
101571	GTC P3-415
101571	LMG 20358
101571	LMG:20358
101571	NCTC 13147
101571	strain EY 3383
13373	"Acinetobacter mallei" (Zopf 1885) Steel and Cowan 1964
13373	"Actinobacillus mallei" (Zopf 1885) Thompson 1933
13373	"Bacillus mallei" Zopf 1885
13373	"Loefferella mallei" (Zopf 1885) Holden 1935
13373	"Malleomyces mallei" (Zopf 1885) Pribram 1933
13373	"Pfeifferella mallei" (Zopf 1885) Buchanan 1918
13373	Acinetobacter mallei
13373	Actinobacillus mallei
13373	ATCC 23344
13373	Bacillus mallei
13373	Burkholderia mallei (Zopf 1885) Yabuuchi et al. 1993
13373	Loefferella mallei
13373	Malleomyces mallei
13373	NCTC 12938
13373	Pfeifferella mallei
13373	Pseudomonas mallei (Zopf 1885) Redfearn et al. 1966 (Approved Lists 1980)
28450	"Bacillus pseudomallei" Whitmore 1913
28450	"Bacterium whitmori" Stanton and Fletcher 1921
28450	"Loefflerella pseudomallei" Brindle and Cowan 1951
28450	"Malleomyces pseudomallei" Breed 1939
28450	ATCC 23343
28450	Bacillus pseudomallei
28450	Bacterium whitmori
28450	Burkholderia pseudomallai
28450	Burkholderia pseudomallei (Whitmore 1913) Yabuuchi et al. 1993
28450	Burkholderia pseudomallei MSHR4009
28450	Burkholderia pseudomallei MSHR4018
28450	Burkholderia pseudomallei MSHR44
28450	Burkholderia pseudomallei MSHR7839
28450	Burkholderia sp. BGJ
28450	Burkholderia sp. BGK
28450	Burkholderia sp. MSHR4009
28450	Burkholderia sp. MSHR4018
28450	Burkholderia sp. MSHR44
28450	Burkholderia sp. MSHR7839
28450	Burkholderia sp. TSV202
28450	Loefflerella pseudomallei
28450	Malleomyces pseudomallei
28450	NCTC 12939
28450	Pseudomonas pseudomallei (Whitmore 1913) Haynes 1957 (Approved Lists 1980)
28450	strain WRAIR 286
95163	Burkholderia siamensis
57975	ATCC 700388
57975	Burkholderia pseudomallei-like species
57975	Burkholderia sp. A10A02
57975	Burkholderia sp. E264
57975	Burkholderia sp. PWR070
57975	Burkholderia thailandensis Brett et al. 1998
57975	CCUG 48851
57975	CIP 106301
57975	DSM 13276
57975	NCTC 14210
57975	strain E264
44013	Polynucleibacter
44013	Polynucleobacter Heckmann and Schmidt 1987 emend. Hahn et al. 2009
47670	Lautropia Gerner-Smidt et al. 1995
47671	ATCC 51599
47671	CCUG 34794
47671	CIP 106317
47671	DSM 11362
47671	Lautropia mirabilis Gerner-Smidt et al. 1995
47671	NCTC 12852
47671	strain AB2188
48736	Ralstonia Yabuuchi et al. 1996
329	ATCC 27511
329	Burkholderia pickettii (Ralston et al. 1973) Yabuuchi et al. 1993
329	CCUG 3318
329	CFBP 2459
329	CIP 73.23
329	DSM 6297
329	HAMBI 2158
329	IAM 13530
329	JCM 5969
329	LMG 5942
329	LMG:5942
329	NBRC 102503
329	NCTC 11149
329	Pseudomonas pickettii
329	Ralstonia pickettii (Ralston et al. 1973) Yabuuchi et al. 1996
329	Ralstonia sp. 5_7_47FAA
329	strain K-288
105219	"Pseudomonas thomasii" Phillips et al. 1972
105219	CCUG 38408
105219	CCUG 45027
105219	DSM 17512
105219	JCM 11284
105219	LMG 6866
105219	LMG:6866
105219	NCIMB 10805
105219	Pseudomonas thomasii
105219	Ralstonia mannitolilytica corrig. De Baere et al. 2001
105219	Ralstonia mannitolytica
105219	Ralstonia pickettii biovar 3/'thomasii'
105219	Ralstonia sp. VTT E-073033
105219	Ralstonia thomasii
93217	Pandoraea Coenye et al. 2000 emend. Jeong et al. 2016
93218	ATCC BAA-61
93218	CCUG 38412
93218	CIP 106627
93218	culture-collection:ATCC:BAA:61
93218	DSM 16535
93218	LMG 16407
93218	LMG:16407
93218	NCTC 13158
93218	Pandoraea apista Coenye et al. 2000
93219	ATCC BAA-65
93219	Burkholderia norimbergensis
93219	CCUG 39188
93219	CFBP 4792
93219	CIP 105463
93219	culture-collection:ATCC:BAA:65
93219	DSM 11628
93219	JCM 10565
93219	LMG 18379
93219	LMG:18379
93219	NCTC 13162
93219	Pandoraea norimbergensis (Wittke et al. 1998) Coenye et al. 2000
93219	strain R2
93220	ATCC BAA-63
93220	ATCC:BAA:63
93220	CCM 4978
93220	CCUG 38742
93220	CIP 106626
93220	DSM 16536
93220	LMG 18087
93220	LMG:18087
93220	NCTC 13160
93220	Pandoraea pnomenusa Coenye et al. 2000
93220	Pandoraea sp. RB-44
93221	ATCC BAA-62
93221	ATCC:BAA:62
93221	CCUG 38759
93221	CIP 106625
93221	DSM 16583
93221	LMG 18106
93221	LMG:18106
93221	NCTC 13159
93221	Pandoraea pulmonicola Coenye et al. 2000
93222	ATCC BAA-64
93222	ATCC:BAA:64
93222	CCUG 45026
93222	CIP 106624
93222	DSM 21091
93222	LMG 18819
93222	LMG:18819
93222	NCTC 13161
93222	Pandoraea sputorum Coenye et al. 2000
106589	Cupravidus
106589	Cupriavidus Makkar and Casida 1987 emend. Vandamme and Coenye 2004
106589	Wautersia
68895	CCUG 49340
68895	Cupriavidus basilensis (Steinle et al. 1999) Vandamme and Coenye 2004
68895	Cupriavidus sp. SRS
68895	DSM 11853
68895	LMG 18990
68895	LMG 19474
68895	LMG:18990
68895	LMG:19474
68895	Ralstonia basilensis
68895	strain RK1
68895	Wautersia basilensis
82541	API 141-2-84
82541	ATCC 700815
82541	CCUG 38401
82541	CIP 105966
82541	Cupriavidus gilardii (Coenye et al. 1999) Vandamme and Coenye 2004
82541	Cupriavidus sp. nov-21
82541	Cupriavidus sp. OV 21
82541	JCM 11283
82541	LMG 5886
82541	LMG:5886
82541	Ralstonia gilardii
82541	strain Gilardi 4325
82541	Wautersia gilardii
82633	ATCC 700817
82633	CCUG 12507
82633	CDC E6793
82633	CDC group IVc-2
82633	CIP 105943
82633	Cupriavidus pauculus (Vandamme et al. 1999) Vandamme and Coenye 2004
82633	DSM 17313
82633	JCM 11286
82633	LMG 3244
82633	LMG:3244
82633	Ralstonia paucula
82633	Wautersia paucula
96344	"Pseudomonas oxalaticus" Khambata and Bhat 1953
96344	ATCC 11883
96344	CCUG 2086
96344	Cupriavidus oxalaticus (Sahin et al. 2000) Vandamme and Coenye 2004
96344	DSM 1105
96344	JCM 11285
96344	LMG 2235
96344	LMG:2235
96344	NBRC 13593
96344	NCIMB 8642
96344	Pseudomonas oxalaticus
96344	Pseudomonas sp. DSM1105
96344	Ralstonia oxalatica corrig. (ex Khambata and Bhat 1953) Sahin et al. 2000
96344	Ralstonia oxalaticus
96344	strain Ox1
96344	Wautersia oxalatica
106590	Alcaligenes eutrophus 335
106590	Alcaligenes eutrophus Davis 1969 (Approved Lists 1980)
106590	ATCC 17697 [[Alcaligenes eutrophus]]
